G,0,9,5,3,2,_,V,1,N,2
G,2,2,3,5,0,_,V,1,N,2
G,2,4,7,4,5,_,V,1,N,2
G,7,6,0,5,1,_,V,1,N,1
G,8,4,5,6,0,_,V,1,N,1
G,9,3,9,1,4,_,V,1,N,2
G,9,9,9,1,8,_,V,1,N,1
